period,quarter,portfolio,ticker,weight,weight_pct,rebalance_date
2023-10,2023-Q4,P_agressif,DRI,0.2783,27.83,2023-10-31
2023-10,2023-Q4,P_agressif,MSA,0.1407,14.07,2023-10-31
2023-10,2023-Q4,P_agressif,CTM,0.0673,6.73,2023-10-31
2023-10,2023-Q4,P_agressif,LES,0.0508,5.08,2023-10-31
2023-10,2023-Q4,P_agressif,M2M,0.0463,4.63,2023-10-31
2023-10,2023-Q4,P_agressif,NEJ,0.0438,4.38,2023-10-31
2023-10,2023-Q4,P_agressif,OUL,0.0366,3.66,2023-10-31
2023-10,2023-Q4,P_agressif,GAZ,0.0304,3.04,2023-10-31
2023-10,2023-Q4,P_agressif,DHO,0.0264,2.64,2023-10-31
2023-10,2023-Q4,P_agressif,MOX,0.0228,2.28,2023-10-31
2023-10,2023-Q4,P_agressif,WAA,0.0228,2.28,2023-10-31
2023-10,2023-Q4,P_agressif,MNG,0.0228,2.28,2023-10-31
2023-10,2023-Q4,P_agressif,REB,0.0227,2.27,2023-10-31
2023-10,2023-Q4,P_agressif,MIC,0.0222,2.22,2023-10-31
2023-10,2023-Q4,P_agressif,DWY,0.0215,2.15,2023-10-31
2023-10,2023-Q4,P_agressif,TQM,0.0209,2.09,2023-10-31
2023-10,2023-Q4,P_agressif,LBV,0.0208,2.08,2023-10-31
2023-10,2023-Q4,P_agressif,SNP,0.0206,2.06,2023-10-31
2023-10,2023-Q4,P_agressif,HPS,0.0206,2.06,2023-10-31
2023-10,2023-Q4,P_agressif,RDS,0.0206,2.06,2023-10-31
2023-10,2023-Q4,P_agressif,STR,0.0206,2.06,2023-10-31
2023-10,2023-Q4,P_agressif,JET,0.0205,2.05,2023-10-31
2023-10,2023-Q4,P_equilibre,DRI,0.2006,20.06,2023-10-31
2023-10,2023-Q4,P_equilibre,NEJ,0.1141,11.41,2023-10-31
2023-10,2023-Q4,P_equilibre,MSA,0.102,10.2,2023-10-31
2023-10,2023-Q4,P_equilibre,M2M,0.0681,6.81,2023-10-31
2023-10,2023-Q4,P_equilibre,LBV,0.0651,6.51,2023-10-31
2023-10,2023-Q4,P_equilibre,REB,0.0607,6.07,2023-10-31
2023-10,2023-Q4,P_equilibre,LES,0.0419,4.19,2023-10-31
2023-10,2023-Q4,P_equilibre,OUL,0.0415,4.15,2023-10-31
2023-10,2023-Q4,P_equilibre,CTM,0.0375,3.75,2023-10-31
2023-10,2023-Q4,P_equilibre,GAZ,0.0249,2.49,2023-10-31
2023-10,2023-Q4,P_equilibre,JET,0.0236,2.36,2023-10-31
2023-10,2023-Q4,P_equilibre,MIC,0.02,2.0,2023-10-31
2023-10,2023-Q4,P_equilibre,HPS,0.02,2.0,2023-10-31
2023-10,2023-Q4,P_equilibre,SNP,0.02,2.0,2023-10-31
2023-10,2023-Q4,P_equilibre,MNG,0.02,2.0,2023-10-31
2023-10,2023-Q4,P_equilibre,RDS,0.02,2.0,2023-10-31
2023-10,2023-Q4,P_equilibre,DWY,0.02,2.0,2023-10-31
2023-10,2023-Q4,P_equilibre,TQM,0.02,2.0,2023-10-31
2023-10,2023-Q4,P_equilibre,DHO,0.02,2.0,2023-10-31
2023-10,2023-Q4,P_equilibre,WAA,0.02,2.0,2023-10-31
2023-10,2023-Q4,P_equilibre,STR,0.02,2.0,2023-10-31
2023-10,2023-Q4,P_equilibre,MOX,0.02,2.0,2023-10-31
2023-10,2023-Q4,P_defensif,NEJ,0.1445,14.45,2023-10-31
2023-10,2023-Q4,P_defensif,REB,0.1304,13.04,2023-10-31
2023-10,2023-Q4,P_defensif,OUL,0.103,10.3,2023-10-31
2023-10,2023-Q4,P_defensif,DRI,0.094,9.4,2023-10-31
2023-10,2023-Q4,P_defensif,M2M,0.0858,8.58,2023-10-31
2023-10,2023-Q4,P_defensif,MNG,0.0609,6.09,2023-10-31
2023-10,2023-Q4,P_defensif,CTM,0.054,5.4,2023-10-31
2023-10,2023-Q4,P_defensif,LES,0.0473,4.73,2023-10-31
2023-10,2023-Q4,P_defensif,MSA,0.0201,2.01,2023-10-31
2023-10,2023-Q4,P_defensif,HPS,0.02,2.0,2023-10-31
2023-10,2023-Q4,P_defensif,MIC,0.02,2.0,2023-10-31
2023-10,2023-Q4,P_defensif,SNP,0.02,2.0,2023-10-31
2023-10,2023-Q4,P_defensif,TQM,0.02,2.0,2023-10-31
2023-10,2023-Q4,P_defensif,DWY,0.02,2.0,2023-10-31
2023-10,2023-Q4,P_defensif,GAZ,0.02,2.0,2023-10-31
2023-10,2023-Q4,P_defensif,RDS,0.02,2.0,2023-10-31
2023-10,2023-Q4,P_defensif,LBV,0.02,2.0,2023-10-31
2023-10,2023-Q4,P_defensif,JET,0.02,2.0,2023-10-31
2023-10,2023-Q4,P_defensif,DHO,0.02,2.0,2023-10-31
2023-10,2023-Q4,P_defensif,WAA,0.02,2.0,2023-10-31
2023-10,2023-Q4,P_defensif,STR,0.02,2.0,2023-10-31
2023-10,2023-Q4,P_defensif,MOX,0.02,2.0,2023-10-31
