period,quarter,portfolio,ticker,weight,weight_pct,rebalance_date
2024-04,2024-Q2,P_agressif,OUL,0.1512,15.12,2024-04-30
2024-04,2024-Q2,P_agressif,DRI,0.1012,10.12,2024-04-30
2024-04,2024-Q2,P_agressif,MSA,0.08,8.0,2024-04-30
2024-04,2024-Q2,P_agressif,SNP,0.0723,7.23,2024-04-30
2024-04,2024-Q2,P_agressif,GAZ,0.0711,7.11,2024-04-30
2024-04,2024-Q2,P_agressif,JET,0.0698,6.98,2024-04-30
2024-04,2024-Q2,P_agressif,HPS,0.0617,6.17,2024-04-30
2024-04,2024-Q2,P_agressif,DWY,0.0465,4.65,2024-04-30
2024-04,2024-Q2,P_agressif,EQD,0.0375,3.75,2024-04-30
2024-04,2024-Q2,P_agressif,SOT,0.0368,3.68,2024-04-30
2024-04,2024-Q2,P_agressif,MIC,0.0335,3.35,2024-04-30
2024-04,2024-Q2,P_agressif,WAA,0.025,2.5,2024-04-30
2024-04,2024-Q2,P_agressif,SMI,0.0225,2.25,2024-04-30
2024-04,2024-Q2,P_agressif,SID,0.0218,2.18,2024-04-30
2024-04,2024-Q2,P_agressif,MNG,0.0215,2.15,2024-04-30
2024-04,2024-Q2,P_agressif,CMT,0.0211,2.11,2024-04-30
2024-04,2024-Q2,P_agressif,TQM,0.0211,2.11,2024-04-30
2024-04,2024-Q2,P_agressif,CSR,0.0211,2.11,2024-04-30
2024-04,2024-Q2,P_agressif,MUT,0.0211,2.11,2024-04-30
2024-04,2024-Q2,P_agressif,RDS,0.021,2.1,2024-04-30
2024-04,2024-Q2,P_agressif,DHO,0.021,2.1,2024-04-30
2024-04,2024-Q2,P_agressif,LBV,0.021,2.1,2024-04-30
2024-04,2024-Q2,P_equilibre,OUL,0.1714,17.14,2024-04-30
2024-04,2024-Q2,P_equilibre,DRI,0.1167,11.67,2024-04-30
2024-04,2024-Q2,P_equilibre,MSA,0.1027,10.27,2024-04-30
2024-04,2024-Q2,P_equilibre,JET,0.0726,7.26,2024-04-30
2024-04,2024-Q2,P_equilibre,SOT,0.0628,6.28,2024-04-30
2024-04,2024-Q2,P_equilibre,GAZ,0.047,4.7,2024-04-30
2024-04,2024-Q2,P_equilibre,SID,0.0455,4.55,2024-04-30
2024-04,2024-Q2,P_equilibre,EQD,0.0386,3.86,2024-04-30
2024-04,2024-Q2,P_equilibre,SMI,0.0375,3.75,2024-04-30
2024-04,2024-Q2,P_equilibre,MIC,0.036,3.6,2024-04-30
2024-04,2024-Q2,P_equilibre,CSR,0.0245,2.45,2024-04-30
2024-04,2024-Q2,P_equilibre,TQM,0.0234,2.34,2024-04-30
2024-04,2024-Q2,P_equilibre,MNG,0.0233,2.33,2024-04-30
2024-04,2024-Q2,P_equilibre,DWY,0.0229,2.29,2024-04-30
2024-04,2024-Q2,P_equilibre,RDS,0.0225,2.25,2024-04-30
2024-04,2024-Q2,P_equilibre,MUT,0.0221,2.21,2024-04-30
2024-04,2024-Q2,P_equilibre,HPS,0.022,2.2,2024-04-30
2024-04,2024-Q2,P_equilibre,LBV,0.022,2.2,2024-04-30
2024-04,2024-Q2,P_equilibre,SNP,0.0217,2.17,2024-04-30
2024-04,2024-Q2,P_equilibre,CMT,0.0216,2.16,2024-04-30
2024-04,2024-Q2,P_equilibre,WAA,0.0216,2.16,2024-04-30
2024-04,2024-Q2,P_equilibre,DHO,0.0216,2.16,2024-04-30
2024-04,2024-Q2,P_defensif,DRI,0.2248,22.48,2024-04-30
2024-04,2024-Q2,P_defensif,OUL,0.1438,14.38,2024-04-30
2024-04,2024-Q2,P_defensif,SOT,0.0796,7.96,2024-04-30
2024-04,2024-Q2,P_defensif,GAZ,0.0682,6.82,2024-04-30
2024-04,2024-Q2,P_defensif,MIC,0.0588,5.88,2024-04-30
2024-04,2024-Q2,P_defensif,SMI,0.0546,5.46,2024-04-30
2024-04,2024-Q2,P_defensif,DWY,0.0369,3.69,2024-04-30
2024-04,2024-Q2,P_defensif,EQD,0.0356,3.56,2024-04-30
2024-04,2024-Q2,P_defensif,MSA,0.0307,3.07,2024-04-30
2024-04,2024-Q2,P_defensif,CSR,0.026,2.6,2024-04-30
2024-04,2024-Q2,P_defensif,JET,0.021,2.1,2024-04-30
2024-04,2024-Q2,P_defensif,SNP,0.02,2.0,2024-04-30
2024-04,2024-Q2,P_defensif,HPS,0.02,2.0,2024-04-30
2024-04,2024-Q2,P_defensif,LBV,0.02,2.0,2024-04-30
2024-04,2024-Q2,P_defensif,MNG,0.02,2.0,2024-04-30
2024-04,2024-Q2,P_defensif,TQM,0.02,2.0,2024-04-30
2024-04,2024-Q2,P_defensif,RDS,0.02,2.0,2024-04-30
2024-04,2024-Q2,P_defensif,WAA,0.02,2.0,2024-04-30
2024-04,2024-Q2,P_defensif,SID,0.02,2.0,2024-04-30
2024-04,2024-Q2,P_defensif,DHO,0.02,2.0,2024-04-30
2024-04,2024-Q2,P_defensif,MUT,0.02,2.0,2024-04-30
2024-04,2024-Q2,P_defensif,CMT,0.02,2.0,2024-04-30
