period,quarter,portfolio,ticker,weight,weight_pct,rebalance_date
2024-10,2024-Q4,P_agressif,MSA,0.1296,12.96,2024-10-31
2024-10,2024-Q4,P_agressif,DRI,0.1088,10.88,2024-10-31
2024-10,2024-Q4,P_agressif,AFM,0.0901,9.01,2024-10-31
2024-10,2024-Q4,P_agressif,SNP,0.0892,8.92,2024-10-31
2024-10,2024-Q4,P_agressif,NEJ,0.0882,8.82,2024-10-31
2024-10,2024-Q4,P_agressif,MLE,0.0697,6.97,2024-10-31
2024-10,2024-Q4,P_agressif,HPS,0.0482,4.82,2024-10-31
2024-10,2024-Q4,P_agressif,PRO,0.04,4.0,2024-10-31
2024-10,2024-Q4,P_agressif,DWY,0.0366,3.66,2024-10-31
2024-10,2024-Q4,P_agressif,JET,0.0352,3.52,2024-10-31
2024-10,2024-Q4,P_agressif,BAL,0.0342,3.42,2024-10-31
2024-10,2024-Q4,P_agressif,CTM,0.0301,3.01,2024-10-31
2024-10,2024-Q4,P_agressif,TQM,0.02,2.0,2024-10-31
2024-10,2024-Q4,P_agressif,LBV,0.02,2.0,2024-10-31
2024-10,2024-Q4,P_agressif,M2M,0.02,2.0,2024-10-31
2024-10,2024-Q4,P_agressif,DHO,0.02,2.0,2024-10-31
2024-10,2024-Q4,P_agressif,MIC,0.02,2.0,2024-10-31
2024-10,2024-Q4,P_agressif,LES,0.02,2.0,2024-10-31
2024-10,2024-Q4,P_agressif,RDS,0.02,2.0,2024-10-31
2024-10,2024-Q4,P_agressif,WAA,0.02,2.0,2024-10-31
2024-10,2024-Q4,P_agressif,MOX,0.02,2.0,2024-10-31
2024-10,2024-Q4,P_agressif,STR,0.02,2.0,2024-10-31
2024-10,2024-Q4,P_equilibre,NEJ,0.1477,14.77,2024-10-31
2024-10,2024-Q4,P_equilibre,MSA,0.1362,13.62,2024-10-31
2024-10,2024-Q4,P_equilibre,AFM,0.0949,9.49,2024-10-31
2024-10,2024-Q4,P_equilibre,DRI,0.0836,8.36,2024-10-31
2024-10,2024-Q4,P_equilibre,MLE,0.0807,8.07,2024-10-31
2024-10,2024-Q4,P_equilibre,SNP,0.072,7.2,2024-10-31
2024-10,2024-Q4,P_equilibre,JET,0.037,3.7,2024-10-31
2024-10,2024-Q4,P_equilibre,BAL,0.036,3.6,2024-10-31
2024-10,2024-Q4,P_equilibre,LBV,0.0318,3.18,2024-10-31
2024-10,2024-Q4,P_equilibre,PRO,0.031,3.1,2024-10-31
2024-10,2024-Q4,P_equilibre,M2M,0.0274,2.74,2024-10-31
2024-10,2024-Q4,P_equilibre,MOX,0.0217,2.17,2024-10-31
2024-10,2024-Q4,P_equilibre,HPS,0.02,2.0,2024-10-31
2024-10,2024-Q4,P_equilibre,DWY,0.02,2.0,2024-10-31
2024-10,2024-Q4,P_equilibre,TQM,0.02,2.0,2024-10-31
2024-10,2024-Q4,P_equilibre,DHO,0.02,2.0,2024-10-31
2024-10,2024-Q4,P_equilibre,MIC,0.02,2.0,2024-10-31
2024-10,2024-Q4,P_equilibre,LES,0.02,2.0,2024-10-31
2024-10,2024-Q4,P_equilibre,WAA,0.02,2.0,2024-10-31
2024-10,2024-Q4,P_equilibre,RDS,0.02,2.0,2024-10-31
2024-10,2024-Q4,P_equilibre,STR,0.02,2.0,2024-10-31
2024-10,2024-Q4,P_equilibre,CTM,0.02,2.0,2024-10-31
2024-10,2024-Q4,P_defensif,NEJ,0.128,12.8,2024-10-31
2024-10,2024-Q4,P_defensif,AFM,0.1269,12.69,2024-10-31
2024-10,2024-Q4,P_defensif,DRI,0.1116,11.16,2024-10-31
2024-10,2024-Q4,P_defensif,MLE,0.0982,9.82,2024-10-31
2024-10,2024-Q4,P_defensif,CTM,0.0709,7.09,2024-10-31
2024-10,2024-Q4,P_defensif,BAL,0.0612,6.12,2024-10-31
2024-10,2024-Q4,P_defensif,JET,0.0445,4.45,2024-10-31
2024-10,2024-Q4,P_defensif,PRO,0.0442,4.42,2024-10-31
2024-10,2024-Q4,P_defensif,DHO,0.0348,3.48,2024-10-31
2024-10,2024-Q4,P_defensif,SNP,0.0309,3.09,2024-10-31
2024-10,2024-Q4,P_defensif,MSA,0.0245,2.45,2024-10-31
2024-10,2024-Q4,P_defensif,MOX,0.0241,2.41,2024-10-31
2024-10,2024-Q4,P_defensif,LES,0.0202,2.02,2024-10-31
2024-10,2024-Q4,P_defensif,STR,0.02,2.0,2024-10-31
2024-10,2024-Q4,P_defensif,TQM,0.02,2.0,2024-10-31
2024-10,2024-Q4,P_defensif,DWY,0.02,2.0,2024-10-31
2024-10,2024-Q4,P_defensif,LBV,0.02,2.0,2024-10-31
2024-10,2024-Q4,P_defensif,HPS,0.02,2.0,2024-10-31
2024-10,2024-Q4,P_defensif,M2M,0.02,2.0,2024-10-31
2024-10,2024-Q4,P_defensif,WAA,0.02,2.0,2024-10-31
2024-10,2024-Q4,P_defensif,RDS,0.02,2.0,2024-10-31
2024-10,2024-Q4,P_defensif,MIC,0.02,2.0,2024-10-31
