period,quarter,portfolio,ticker,weight,weight_pct,rebalance_date
2025-01,2025-Q1,P_agressif,DRI,0.1554,15.54,2025-01-31
2025-01,2025-Q1,P_agressif,JET,0.0747,7.47,2025-01-31
2025-01,2025-Q1,P_agressif,MSA,0.0737,7.37,2025-01-31
2025-01,2025-Q1,P_agressif,SNP,0.0723,7.23,2025-01-31
2025-01,2025-Q1,P_agressif,SOT,0.0575,5.75,2025-01-31
2025-01,2025-Q1,P_agressif,DWY,0.0556,5.56,2025-01-31
2025-01,2025-Q1,P_agressif,LES,0.0525,5.25,2025-01-31
2025-01,2025-Q1,P_agressif,MIC,0.0517,5.17,2025-01-31
2025-01,2025-Q1,P_agressif,CSR,0.0502,5.02,2025-01-31
2025-01,2025-Q1,P_agressif,CTM,0.0481,4.81,2025-01-31
2025-01,2025-Q1,P_agressif,LBV,0.044,4.4,2025-01-31
2025-01,2025-Q1,P_agressif,SMI,0.0439,4.39,2025-01-31
2025-01,2025-Q1,P_agressif,MUT,0.0402,4.02,2025-01-31
2025-01,2025-Q1,P_agressif,HPS,0.02,2.0,2025-01-31
2025-01,2025-Q1,P_agressif,WAA,0.02,2.0,2025-01-31
2025-01,2025-Q1,P_agressif,RDS,0.02,2.0,2025-01-31
2025-01,2025-Q1,P_agressif,TQM,0.02,2.0,2025-01-31
2025-01,2025-Q1,P_agressif,GAZ,0.02,2.0,2025-01-31
2025-01,2025-Q1,P_agressif,SID,0.02,2.0,2025-01-31
2025-01,2025-Q1,P_agressif,MNG,0.02,2.0,2025-01-31
2025-01,2025-Q1,P_agressif,DHO,0.02,2.0,2025-01-31
2025-01,2025-Q1,P_agressif,STR,0.02,2.0,2025-01-31
2025-01,2025-Q1,P_equilibre,DRI,0.1524,15.24,2025-01-31
2025-01,2025-Q1,P_equilibre,MSA,0.0758,7.58,2025-01-31
2025-01,2025-Q1,P_equilibre,JET,0.0735,7.35,2025-01-31
2025-01,2025-Q1,P_equilibre,SNP,0.071,7.1,2025-01-31
2025-01,2025-Q1,P_equilibre,CSR,0.0664,6.64,2025-01-31
2025-01,2025-Q1,P_equilibre,DWY,0.0567,5.67,2025-01-31
2025-01,2025-Q1,P_equilibre,SOT,0.0563,5.63,2025-01-31
2025-01,2025-Q1,P_equilibre,CTM,0.0563,5.63,2025-01-31
2025-01,2025-Q1,P_equilibre,LES,0.0517,5.17,2025-01-31
2025-01,2025-Q1,P_equilibre,SMI,0.043,4.3,2025-01-31
2025-01,2025-Q1,P_equilibre,LBV,0.0393,3.93,2025-01-31
2025-01,2025-Q1,P_equilibre,MUT,0.0391,3.91,2025-01-31
2025-01,2025-Q1,P_equilibre,MIC,0.0368,3.68,2025-01-31
2025-01,2025-Q1,P_equilibre,GAZ,0.0218,2.18,2025-01-31
2025-01,2025-Q1,P_equilibre,HPS,0.02,2.0,2025-01-31
2025-01,2025-Q1,P_equilibre,WAA,0.02,2.0,2025-01-31
2025-01,2025-Q1,P_equilibre,TQM,0.02,2.0,2025-01-31
2025-01,2025-Q1,P_equilibre,RDS,0.02,2.0,2025-01-31
2025-01,2025-Q1,P_equilibre,SID,0.02,2.0,2025-01-31
2025-01,2025-Q1,P_equilibre,MNG,0.02,2.0,2025-01-31
2025-01,2025-Q1,P_equilibre,DHO,0.02,2.0,2025-01-31
2025-01,2025-Q1,P_equilibre,STR,0.02,2.0,2025-01-31
2025-01,2025-Q1,P_defensif,DRI,0.1465,14.65,2025-01-31
2025-01,2025-Q1,P_defensif,JET,0.0795,7.95,2025-01-31
2025-01,2025-Q1,P_defensif,DWY,0.062,6.2,2025-01-31
2025-01,2025-Q1,P_defensif,LES,0.0619,6.19,2025-01-31
2025-01,2025-Q1,P_defensif,SNP,0.0615,6.15,2025-01-31
2025-01,2025-Q1,P_defensif,SOT,0.0612,6.12,2025-01-31
2025-01,2025-Q1,P_defensif,CTM,0.0547,5.47,2025-01-31
2025-01,2025-Q1,P_defensif,CSR,0.0531,5.31,2025-01-31
2025-01,2025-Q1,P_defensif,SMI,0.0468,4.68,2025-01-31
2025-01,2025-Q1,P_defensif,LBV,0.043,4.3,2025-01-31
2025-01,2025-Q1,P_defensif,MUT,0.0427,4.27,2025-01-31
2025-01,2025-Q1,P_defensif,MIC,0.0409,4.09,2025-01-31
2025-01,2025-Q1,P_defensif,MSA,0.0392,3.92,2025-01-31
2025-01,2025-Q1,P_defensif,MNG,0.037,3.7,2025-01-31
2025-01,2025-Q1,P_defensif,DHO,0.0267,2.67,2025-01-31
2025-01,2025-Q1,P_defensif,GAZ,0.0236,2.36,2025-01-31
2025-01,2025-Q1,P_defensif,STR,0.02,2.0,2025-01-31
2025-01,2025-Q1,P_defensif,TQM,0.02,2.0,2025-01-31
2025-01,2025-Q1,P_defensif,HPS,0.02,2.0,2025-01-31
2025-01,2025-Q1,P_defensif,SID,0.02,2.0,2025-01-31
2025-01,2025-Q1,P_defensif,RDS,0.02,2.0,2025-01-31
2025-01,2025-Q1,P_defensif,WAA,0.02,2.0,2025-01-31
