period,quarter,portfolio,ticker,weight,weight_pct,rebalance_date
2024-07,2024-Q3,P_agressif,DRI,0.2118,21.18,2024-07-31
2024-07,2024-Q3,P_agressif,MIC,0.1035,10.35,2024-07-31
2024-07,2024-Q3,P_agressif,M2M,0.0912,9.12,2024-07-31
2024-07,2024-Q3,P_agressif,MSA,0.0605,6.05,2024-07-31
2024-07,2024-Q3,P_agressif,DWY,0.053,5.3,2024-07-31
2024-07,2024-Q3,P_agressif,HPS,0.0528,5.28,2024-07-31
2024-07,2024-Q3,P_agressif,GAZ,0.0474,4.74,2024-07-31
2024-07,2024-Q3,P_agressif,MUT,0.0421,4.21,2024-07-31
2024-07,2024-Q3,P_agressif,LES,0.0414,4.14,2024-07-31
2024-07,2024-Q3,P_agressif,MNG,0.033,3.3,2024-07-31
2024-07,2024-Q3,P_agressif,JET,0.029,2.9,2024-07-31
2024-07,2024-Q3,P_agressif,SOT,0.0265,2.65,2024-07-31
2024-07,2024-Q3,P_agressif,DHO,0.0257,2.57,2024-07-31
2024-07,2024-Q3,P_agressif,WAA,0.0223,2.23,2024-07-31
2024-07,2024-Q3,P_agressif,LBV,0.02,2.0,2024-07-31
2024-07,2024-Q3,P_agressif,SNP,0.02,2.0,2024-07-31
2024-07,2024-Q3,P_agressif,TQM,0.02,2.0,2024-07-31
2024-07,2024-Q3,P_agressif,RDS,0.02,2.0,2024-07-31
2024-07,2024-Q3,P_agressif,CSR,0.02,2.0,2024-07-31
2024-07,2024-Q3,P_agressif,SID,0.02,2.0,2024-07-31
2024-07,2024-Q3,P_agressif,EQD,0.02,2.0,2024-07-31
2024-07,2024-Q3,P_agressif,CMT,0.02,2.0,2024-07-31
2024-07,2024-Q3,P_equilibre,DRI,0.1945,19.45,2024-07-31
2024-07,2024-Q3,P_equilibre,MSA,0.1101,11.01,2024-07-31
2024-07,2024-Q3,P_equilibre,M2M,0.0752,7.52,2024-07-31
2024-07,2024-Q3,P_equilibre,LBV,0.0628,6.28,2024-07-31
2024-07,2024-Q3,P_equilibre,SOT,0.0561,5.61,2024-07-31
2024-07,2024-Q3,P_equilibre,MIC,0.0534,5.34,2024-07-31
2024-07,2024-Q3,P_equilibre,DWY,0.0487,4.87,2024-07-31
2024-07,2024-Q3,P_equilibre,GAZ,0.0459,4.59,2024-07-31
2024-07,2024-Q3,P_equilibre,LES,0.0411,4.11,2024-07-31
2024-07,2024-Q3,P_equilibre,MUT,0.0389,3.89,2024-07-31
2024-07,2024-Q3,P_equilibre,WAA,0.0339,3.39,2024-07-31
2024-07,2024-Q3,P_equilibre,CSR,0.0315,3.15,2024-07-31
2024-07,2024-Q3,P_equilibre,JET,0.0256,2.56,2024-07-31
2024-07,2024-Q3,P_equilibre,CMT,0.0223,2.23,2024-07-31
2024-07,2024-Q3,P_equilibre,SNP,0.02,2.0,2024-07-31
2024-07,2024-Q3,P_equilibre,HPS,0.02,2.0,2024-07-31
2024-07,2024-Q3,P_equilibre,TQM,0.02,2.0,2024-07-31
2024-07,2024-Q3,P_equilibre,RDS,0.02,2.0,2024-07-31
2024-07,2024-Q3,P_equilibre,DHO,0.02,2.0,2024-07-31
2024-07,2024-Q3,P_equilibre,MNG,0.02,2.0,2024-07-31
2024-07,2024-Q3,P_equilibre,SID,0.02,2.0,2024-07-31
2024-07,2024-Q3,P_equilibre,EQD,0.02,2.0,2024-07-31
2024-07,2024-Q3,P_defensif,DRI,0.2292,22.92,2024-07-31
2024-07,2024-Q3,P_defensif,M2M,0.0985,9.85,2024-07-31
2024-07,2024-Q3,P_defensif,SOT,0.0864,8.64,2024-07-31
2024-07,2024-Q3,P_defensif,DWY,0.057,5.7,2024-07-31
2024-07,2024-Q3,P_defensif,MIC,0.0557,5.57,2024-07-31
2024-07,2024-Q3,P_defensif,GAZ,0.0534,5.34,2024-07-31
2024-07,2024-Q3,P_defensif,LES,0.0479,4.79,2024-07-31
2024-07,2024-Q3,P_defensif,MUT,0.0456,4.56,2024-07-31
2024-07,2024-Q3,P_defensif,MNG,0.0358,3.58,2024-07-31
2024-07,2024-Q3,P_defensif,JET,0.0356,3.56,2024-07-31
2024-07,2024-Q3,P_defensif,LBV,0.0297,2.97,2024-07-31
2024-07,2024-Q3,P_defensif,WAA,0.0241,2.41,2024-07-31
2024-07,2024-Q3,P_defensif,EQD,0.0211,2.11,2024-07-31
2024-07,2024-Q3,P_defensif,HPS,0.02,2.0,2024-07-31
2024-07,2024-Q3,P_defensif,SNP,0.02,2.0,2024-07-31
2024-07,2024-Q3,P_defensif,MSA,0.02,2.0,2024-07-31
2024-07,2024-Q3,P_defensif,TQM,0.02,2.0,2024-07-31
2024-07,2024-Q3,P_defensif,RDS,0.02,2.0,2024-07-31
2024-07,2024-Q3,P_defensif,CSR,0.02,2.0,2024-07-31
2024-07,2024-Q3,P_defensif,SID,0.02,2.0,2024-07-31
2024-07,2024-Q3,P_defensif,DHO,0.02,2.0,2024-07-31
2024-07,2024-Q3,P_defensif,CMT,0.02,2.0,2024-07-31
