period,quarter,portfolio,ticker,weight,weight_pct,rebalance_date
2023-08,2023-Q3,P_agressif,MSA,0.1755,17.55,2023-08-31
2023-08,2023-Q3,P_agressif,HPS,0.1367,13.67,2023-08-31
2023-08,2023-Q3,P_agressif,LES,0.0712,7.12,2023-08-31
2023-08,2023-Q3,P_agressif,WAA,0.0559,5.59,2023-08-31
2023-08,2023-Q3,P_agressif,LBV,0.0532,5.32,2023-08-31
2023-08,2023-Q3,P_agressif,M2M,0.0513,5.13,2023-08-31
2023-08,2023-Q3,P_agressif,SOT,0.048,4.8,2023-08-31
2023-08,2023-Q3,P_agressif,EQD,0.0399,3.99,2023-08-31
2023-08,2023-Q3,P_agressif,JET,0.0312,3.12,2023-08-31
2023-08,2023-Q3,P_agressif,GAZ,0.0311,3.11,2023-08-31
2023-08,2023-Q3,P_agressif,DRI,0.0283,2.83,2023-08-31
2023-08,2023-Q3,P_agressif,DWY,0.0263,2.63,2023-08-31
2023-08,2023-Q3,P_agressif,MNG,0.026,2.6,2023-08-31
2023-08,2023-Q3,P_agressif,SNP,0.026,2.6,2023-08-31
2023-08,2023-Q3,P_agressif,DHO,0.0257,2.57,2023-08-31
2023-08,2023-Q3,P_agressif,CTM,0.0255,2.55,2023-08-31
2023-08,2023-Q3,P_agressif,CSR,0.0249,2.49,2023-08-31
2023-08,2023-Q3,P_agressif,TQM,0.0247,2.47,2023-08-31
2023-08,2023-Q3,P_agressif,SID,0.0247,2.47,2023-08-31
2023-08,2023-Q3,P_agressif,RDS,0.0247,2.47,2023-08-31
2023-08,2023-Q3,P_agressif,MIC,0.0247,2.47,2023-08-31
2023-08,2023-Q3,P_agressif,MUT,0.0247,2.47,2023-08-31
2023-08,2023-Q3,P_equilibre,DRI,0.156,15.6,2023-08-31
2023-08,2023-Q3,P_equilibre,LES,0.1413,14.13,2023-08-31
2023-08,2023-Q3,P_equilibre,MSA,0.1266,12.66,2023-08-31
2023-08,2023-Q3,P_equilibre,HPS,0.0948,9.48,2023-08-31
2023-08,2023-Q3,P_equilibre,LBV,0.0675,6.75,2023-08-31
2023-08,2023-Q3,P_equilibre,WAA,0.0489,4.89,2023-08-31
2023-08,2023-Q3,P_equilibre,EQD,0.0345,3.45,2023-08-31
2023-08,2023-Q3,P_equilibre,CSR,0.0291,2.91,2023-08-31
2023-08,2023-Q3,P_equilibre,M2M,0.0228,2.28,2023-08-31
2023-08,2023-Q3,P_equilibre,SOT,0.0223,2.23,2023-08-31
2023-08,2023-Q3,P_equilibre,SNP,0.0221,2.21,2023-08-31
2023-08,2023-Q3,P_equilibre,MNG,0.0221,2.21,2023-08-31
2023-08,2023-Q3,P_equilibre,DHO,0.0218,2.18,2023-08-31
2023-08,2023-Q3,P_equilibre,RDS,0.0214,2.14,2023-08-31
2023-08,2023-Q3,P_equilibre,CTM,0.0213,2.13,2023-08-31
2023-08,2023-Q3,P_equilibre,JET,0.0213,2.13,2023-08-31
2023-08,2023-Q3,P_equilibre,DWY,0.0211,2.11,2023-08-31
2023-08,2023-Q3,P_equilibre,GAZ,0.0211,2.11,2023-08-31
2023-08,2023-Q3,P_equilibre,SID,0.0211,2.11,2023-08-31
2023-08,2023-Q3,P_equilibre,TQM,0.021,2.1,2023-08-31
2023-08,2023-Q3,P_equilibre,MIC,0.021,2.1,2023-08-31
2023-08,2023-Q3,P_equilibre,MUT,0.0209,2.09,2023-08-31
2023-08,2023-Q3,P_defensif,DRI,0.1807,18.07,2023-08-31
2023-08,2023-Q3,P_defensif,M2M,0.1525,15.25,2023-08-31
2023-08,2023-Q3,P_defensif,LES,0.1291,12.91,2023-08-31
2023-08,2023-Q3,P_defensif,EQD,0.0795,7.95,2023-08-31
2023-08,2023-Q3,P_defensif,CTM,0.0757,7.57,2023-08-31
2023-08,2023-Q3,P_defensif,SOT,0.057,5.7,2023-08-31
2023-08,2023-Q3,P_defensif,MSA,0.0226,2.26,2023-08-31
2023-08,2023-Q3,P_defensif,HPS,0.0215,2.15,2023-08-31
2023-08,2023-Q3,P_defensif,MIC,0.0209,2.09,2023-08-31
2023-08,2023-Q3,P_defensif,GAZ,0.0206,2.06,2023-08-31
2023-08,2023-Q3,P_defensif,TQM,0.02,2.0,2023-08-31
2023-08,2023-Q3,P_defensif,DWY,0.02,2.0,2023-08-31
2023-08,2023-Q3,P_defensif,LBV,0.02,2.0,2023-08-31
2023-08,2023-Q3,P_defensif,SNP,0.02,2.0,2023-08-31
2023-08,2023-Q3,P_defensif,MNG,0.02,2.0,2023-08-31
2023-08,2023-Q3,P_defensif,SID,0.02,2.0,2023-08-31
2023-08,2023-Q3,P_defensif,CSR,0.02,2.0,2023-08-31
2023-08,2023-Q3,P_defensif,RDS,0.02,2.0,2023-08-31
2023-08,2023-Q3,P_defensif,JET,0.02,2.0,2023-08-31
2023-08,2023-Q3,P_defensif,WAA,0.02,2.0,2023-08-31
2023-08,2023-Q3,P_defensif,DHO,0.02,2.0,2023-08-31
2023-08,2023-Q3,P_defensif,MUT,0.02,2.0,2023-08-31
